filename,file_id,vectorstore_id,assistant_id
/app/Store/advising_uoregon_edu_ducks-track-faqs.txt,file-Qe4mi7kZZEY4Znv9TQ7gSR,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_ducksontrack.txt,file-JKCBTyqjJxvAv5TpyHYcic,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_ducksontrack_audit.txt,file-YU6h5i3dWLZ6ZrzmMj8CvB,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_explore-majors-0_.txt,file-KndWLZxdFYx747YdiQtfM8,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_explore-majors.txt,file-FKgsjVkYNkubseCLPR19LC,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_exploring-roadmap.txt,file-BuJgJKbLok7h3bDsSd54MU,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_faculty-and-staff.txt,file-NQSwvjJCcVyCfmA5K7PWWd,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_facultystaff-resources_AcademicConcern.txt,file-6YUoMA3d4peeShEM8sShKa,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_grace-lillard.txt,file-NBJkQs6dr6A2VW8XWgT1Qe,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_media_914.txt,file-ATU9SqfbHkxPFva4pMMcA5,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_navigate-access.txt,file-KNdx4vR2iqrBW4j4qLRRpM,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_navigate-student.txt,file-KFojzZiXhHTW77N18ZvtS4,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_navigate-student_.txt,file-64CaRgNffCogLcWGvF2jSJ,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_new-students.txt,file-DpxMYW7CKoH5Su7x8niYno,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_new-students_.txt,file-6Qg2DRHrvX3dvNevSZ7MYb,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_node_12.txt,file-So2Tfi1yjkaLhciwHoyYcQ,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_node_25.txt,file-VHGfUkp2DxVpDhhM8Qnijp,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_oaa.txt,file-9s8Pf2Ssipk2NfHPSzVEVd,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_oaa_contact.txt,file-FYqeZZsbanUhhqhUYLFcyp,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_office-academic-advising-0.txt,file-VnMEjybwwQbiiZPLNhqa6V,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_prep-advising.txt,file-RFZKgLCy9HLLKQqScvBBfN,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_questions-about-petitions.txt,file-JYaMvE9JhkpNqNf8rTLiGL,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_questions-exploring-students.txt,file-LkBa5TEngfD1eTf3r2YVqj,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_quick-questions_first.txt,file-AawP6cymphvXvw4UwspKsf,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_quick-questions_nowwhat.txt,file-RPBKQPb2gKegGXRd7ZumLZ,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_quick-questions_other_dqconsiderations.txt,file-8qdTdcfiTmeMA8Ku2KeTQy,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_quick-questions_standing.txt,file-5crd5gfyunXwKejFzHeuEg,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_quick-questions_standing_aw.txt,file-RwjZ6py3NMsu8CV5wgqsmA,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_reenrolling-students.txt,file-8yFizLJFhScbcFzxsctoGY,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_registration-decisions_complete_20withdrawal.txt,file-BErtETpmXdM383xxHbuGb3,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_registration-decisions_drop.txt,file-DH7avsKWze5ZaTXZk2ph9S,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_registration-decisions_grade_option.txt,file-2zVbfcYccwBLNyEDpi4Gxd,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_registration.txt,file-EjhvS3bqL8APHUAH2t7LuF,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_resources-uo-students-covid-19.txt,file-TNspuqd8i2sP6uaLyftBD3,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_resources-uo-students.txt,file-8ZnH9x55tq7BW8YUSoLDkB,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_search.txt,file-BNaviAdi9P6zTsgpUdAs51,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_Silvina-Sousa-Ransford.txt,file-GDsXUgoU5WNcNuBG7xNe2D,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_sinthiya-islam.txt,file-PUmAfgXhTvmgSFLmbxe8gr,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_sites_advising1_uoregon_edu_files_uo_navigate_faculty-staff-ge_access_form_0_pdf.txt,file-9twRAiXRv4AWX3RvVTG8qu,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_sites_advising1_uoregon_edu_files_uo_navigate_student_employee_access_form_0_pdf.txt,file-FHvRk5MWC3jXsj9G5z8pVf,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_sites_default_files_2024-08_scott-broussard-transfer-advisor_jpg.txt,file-WNic5Fz4XAkjaoc4RT2oFk,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_staff-directory_Advisors.txt,file-3pTLmQc7DPGq9d18p3fNSW,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_staff-directory_Coordinators.txt,file-9YC9Q3nWXi2aYPPw4Se7WZ,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_staff-directory_Leadership.txt,file-APoNCKyyYUxDrJkaducPmM,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_stay-on-track.txt,file-YVmi8Swxiq58ZgNYkWpdgS,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_student-petitions.txt,file-JYZSPZZyz14EcZMvLurL9C,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_student-petitions_REIN.txt,file-DhqUJafJVYKQB36MMMhs8N,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_student-success-resources-0.txt,file-1eBGN1QsXMJTWUq47cF2YN,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_transfer-advising-and-support.txt,file-4BsA1mC7K5dJP3xZ2ewDam,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_tykeson.txt,file-EJVeL7ChvBycGyWjFkYgUv,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_uo-navigate-student.txt,file-CBzVAZN7Fi9U4VWAuXF23t,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_vitanavis.txt,file-K7qyy779zowsZWvcS118mG,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu_youoregon.txt,file-THz6QSJY4gtEsBcfNpJbmF,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__1.txt,file-UfKWYS12MMe5zPvyCpxpba,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__10.txt,file-JJjuxdPq7fB78Gm2Wrd6di,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__11.txt,file-HhDUspwrWopc8CcKkJtn7z,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__12.txt,file-CHMXrtxe2iz9LxmxwFEVFf,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__13.txt,file-FZ73FejysXXiu5uZ2PA2Tp,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__14.txt,file-4cCx79NQoLQRsW5NbWeeDM,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__15.txt,file-JmTyb4a41RU5aXf8QxcK1M,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__16.txt,file-XVoRe5MhihhiafxEcf1eT8,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__17.txt,file-3UbamiMSiFx8nxhVQTB3r8,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__18.txt,file-GpyDUFkgfNBtHVCfGHNUVS,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__19.txt,file-Lte1USQmHGZEx64ZyJ3M97,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__2.txt,file-T9uDhKQCjdfG18yMykB7bH,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__20.txt,file-Ybsjj9H9MysbxWxGLKdoYk,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__21.txt,file-GqZcHwmAb1kFo11joSAdrg,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__22.txt,file-XNGhdgmafZM8kwhaTYLAzR,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__23.txt,file-4EGGDw12qzqqWZVr7oDrum,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__24.txt,file-2syuK9DCd3QvRQcBFpDdtv,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__25.txt,file-DtjvtS4VPdhQ17Dmym8MoW,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__26.txt,file-HEsdgtwSahoFyrAntGJUmj,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__3.txt,file-5p3eXVXGL5du5bfEitjhme,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__4.txt,file-6Xe9VAt6q3hAuXJ25oVM6W,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__5.txt,file-5B8qUT4yXqFxtwctrjCKCx,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__6.txt,file-4C4zszFcSXac7ZYgrf1HBr,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__7.txt,file-DWS2mEnZawqfTum7EjFujU,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__8.txt,file-48RiTgEXfXfct5LseKKNtr,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__9.txt,file-RS39o7XpvGM4r7MUkbJPHL,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__academic.txt,file-Agy6WMhpTiYgYetRFPPWhb,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__accessing-technology-off-campus.txt,file-1PdZLvrr45SnkuLEXmM28Y,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__audit.txt,file-FoTdtS2KnqZiehNV8vp1jW,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__career.txt,file-DaXw9nCQ58B1yd5wcdBmRt,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__centers.txt,file-EzEAjXkLQJggBHWWbhCFRu,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__contact.txt,file-6fwUF39kEX7yRMLMcfbJjb,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__course-desc.txt,file-8DWEnWmxaBHaq5oBAR8qUQ,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__course-dis.txt,file-UBdnDHB4nWiof85SjXzU4i,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__course-exchange.txt,file-NMfzvjWFEtBH5pkhM52qEP,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__course-fig.txt,file-2njrou3CgodaRdYrCUCEhf,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__course-find-core-ed.txt,file-R8P77G8w1j9xVguxsLDnro,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__course-mandatory-attendance.txt,file-HnJiZymptVMJxkbbBCHzJG,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__course-online.txt,file-AQBXaDxKMCb1htao4B2mG2,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__course-pn.txt,file-GKXx8BGn11tZzfb29ZmGea,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__course-prereq.txt,file-J6TCSE3jR8711aCqhe9dNr,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__course-take-pn.txt,file-9dtwUoy5WU4LBEJ2zLs7wq,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__course.txt,file-XbaGNdyBNvBYWjtHRDmA84,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__current.txt,file-EZPpcwYpFxTQpERjMF4Z3S,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__CWD.txt,file-77pLRb9r1mvUV5bm4gRirn,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__deadline.txt,file-FfUVCVXaSoZ4DtyLH1PsG3,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__drop.txt,file-Vmoe44kG2rKy7Di9pTJiTb,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__explore.txt,file-YTkiCcPKgNeq2vS5dXjMVW,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__faq.txt,file-2SKqD66HANmcNx4svKKx37,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__firrst_ap.txt,file-JYEWdxmfZBBu2LTQyCmeNa,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__first.txt,file-Mj3xY6ss1GFXXGwCGQH4FR,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__first_admitted.txt,file-A3f4MS3ithJjBrrYxi5pEH,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__first_courses.txt,file-UYAZwbMdxPSyAj4vZRNceL,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__first_credit.txt,file-NioQQAKXZXiFrF9Zu19rHc,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__first_email.txt,file-PgVLbjTpbR8dQNLL9kmURz,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__first_requirements.txt,file-SMpBb9EDH4uUw1TXLPBTQ1,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__first_transfere.txt,file-UkVFRqQhfvHRrtWFgU3Kiq,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__first_unable.txt,file-HDN98sWEWvpLFGrXXUKsRH,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__GE.txt,file-M3RNU62jVjimuMwjo3oTbc,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__general.txt,file-Nhc3xyGewmLn8Ytqz8dZwS,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__gen_advise.txt,file-Gni1A9yB7LzyKEVwqWyean,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__gen_deans.txt,file-UUv8NcrLLJxLipvp954Dn3,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__gen_finals.txt,file-WGWzPCaJediSLWrFi5bwXT,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__gen_off.txt,file-Un1BZZ6LD2cFfh3Xf2RjmK,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__gen_pass.txt,file-8PJETTtxwzZftD3f5Y8AFy,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__gen_prof.txt,file-98gGMxVGwgYyK9PcjEbt81,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__ge_bsba.txt,file-7m34kSS6p7BcxZ9Z37eBw9,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__ge_credits.txt,file-RUYiHh59J5BiVggpwSerqX,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__ge_gpa.txt,file-Fv2ysvh13yAYeaDtTwNjPe,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__ge_pnp.txt,file-KHSUdqxcd5BE7FPo7dugGN,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__ge_requirements.txt,file-RZynXYyyyjuFm1aVV4Nmci,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__global.txt,file-MXzpS8QkcojmKngXpx4oRF,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__grade_option.txt,file-EUBqzPTbhNc8DpzqQU3jdv,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__graduation.txt,file-EuVYeevxYyx6oWRYfe1c9P,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__grad_4years.txt,file-4C4BW3n5bvRvYDGo3UDWiU,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__grad_apply.txt,file-76EaomkNokq21QD1ceCHtr,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__grad_diploma.txt,file-91k3j7YEyRsoVEHB6zAWMs,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__grad_honors.txt,file-LpVVfsdvbfRNYaWMwkqqE9,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__grad_progress.txt,file-By4ZQHS1ZivtNV5M2J9QFk,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__grad_walk.txt,file-Py569s91qTxboesobHMYTA,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__health.txt,file-DPH6Ye1xZUgSQPCRjcQyTi,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__how-to-get-advising.txt,file-Pbbg8UkzUmw1exX3kZaHJA,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__how-to.txt,file-SJaDd4aqEz2V4hH9a9dKXd,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__issues-approval.txt,file-7JQJCpghrMWRPZu98B6CTW,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__issues-chem-openclasses.txt,file-QtvCzU8TRDdPYxtu2ErTJN,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__issues-chem-sb.txt,file-1Xx2cz2NQe7zD7842kerSd,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__issues-chem.txt,file-VwndS2xJzHE32KYR5KjRbd,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__issues-class-conflict.txt,file-9uaBexNB3F3igQvAFkaW2x,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__issues-credit-max.txt,file-2PHtxCrdMzUiWJWpt9UnaK,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__issues-placement.txt,file-QtwGZYhAMyrgFG2EjYApPo,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__issues-repeat.txt,file-FtMPZEkaftsaF9Xr1wwTQr,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__issues-reserved.txt,file-XyiYz6RUqC7ZsN5gLDNUzj,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__issues-terms-and-conditions.txt,file-2WYEzA3uAtkyai5qaZQbzo,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__issues-transfer-credit.txt,file-QT92YkzX725yPQo5SqWer2,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__issues-view-holds.txt,file-QRRQ3AEpZEXECWfbqgDvTp,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__issues-waitlist.txt,file-GMuMByfVMmeVXTfX69BjE5,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__issues-wr.txt,file-LCsd634TAruLiJPJGPbB5h,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__issues.txt,file-VpR4ahZB8JoiWh7vWfVx7e,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__main-content.txt,file-D6pd3HcxjaVt8CuB7S8CFn,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__major.txt,file-W87TCQ21U1ZFd7VJKMCpJ8,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__major_choose.txt,file-HDtDu8K5TbnXBwgCSq3hVE,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__major_declare.txt,file-3eJARRLa83APg7BWsE32Mw,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__major_declareminor.txt,file-BzLPavu5Bsw1tbs1DqdYcF,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__major_major.txt,file-KSGNsvo2aVhS1mwLUzpTQs,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__major_minor.txt,file-6YYBfHWHy8mo9AtYfrjw9t,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__one.txt,file-6BCkQyjpsgzG9iEdxV6aur,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__other-accommodations.txt,file-XxbFRtiHCK7ct59L8ttvns,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__other-admissions-proficiency.txt,file-CQxEqhmqTHGStFK6MyaGok,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__other-canvas.txt,file-3wSFsjAF3fK8bew9LZ1bEi,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__other-covid-precautions.txt,file-62BCuQGYYX9ao1kWbjgnpb,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__other-dual-enrollment.txt,file-NS3UkXNhbUp1uXkfA7XpnW,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__other.txt,file-UrmkTEM47iywrrVFu8F9q4,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__policies.txt,file-9A4jFz2dsigVUTnuX2DpBN,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__policy_appeal.txt,file-FiyBBfguHzio2c9NNKiEcY,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__policy_i.txt,file-9b52dkaqgnAXPQQEtFCu1u,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__policy_long.txt,file-1CLoqrAMuuLLncEyAEif1f,,asst_WvxFY77dyhKaV6ei809wTfye
/app/Store/advising_uoregon_edu__policy_repeating.txt,file-54MT5Krspnn2AHwtDaN798,,asst_WvxFY77dyhKaV6ei809wTfye
